Codigo;Preco Venda;Custo;Marcacao;Diferenca
1030021824;21,09;15,07;0;6,02
1030021909;23,22;16,59;0;6,63
1030021910;13;9,29;0;3,71
1030021923;20,2;14,43;0;5,77
1030021924;19,22;13,73;0;5,49
1030025003;159,13;113,67;0;45,46
1030030101;244,28;174,49;0;69,79
1030030103;232,96;166,4;0;66,56
1030030903;271,12;193,66;0;77,46
1030030966;244,27;174,48;0;69,79
1030035018;275,42;196,73;0;78,69
1030035101;274,86;196,33;0;78,53
1030035103;261,77;186,98;0;74,79
1030035113;252,84;180,6;0;72,24
1030035114;410,2;293;0;117,2
1030035141;291,25;208,04;1;83,21
1030035159;291,25;208,04;0;83,21
1030035166;342,39;244,57;1;97,82
1030035176;291,25;208,04;1;83,21
1030035199;259,21;185,15;1;74,06
1030035903;329,32;235,23;0;94,09
1030035966;275,42;196,73;0;78,69
1030035981;283,29;202,35;0;80,94
1030035991;291,25;208,04;1;83,21
1030040018;315,91;225,65;0;90,26
1030040103;300,63;214,74;0;85,89
1030040199;299,06;213,62;1;85,44
1030040903;370,02;264,3;0;105,72
1030040919;366,32;261,66;0;104,66
1030070077;260,77;186,27;1;74,5
1030070078;288,94;206,39;1;82,55
1030070079;280,54;200,39;1;80,15
1030070080;276,94;197,82;1;79,12
1030070081;429,01;306,44;1;122,57
1030070082;284,08;202,92;1;81,16
1030070083;416,99;297,85;1;119,14
1030070084;287,01;205,01;0;82
1030070085;427,64;305,46;1;122,18
1030070086;277,92;198,52;1;79,4
1030070088;421,97;301,41;1;120,56
1030070089;635,34;453,82;1;181,52
1030070091;280,56;200,4;1,55;80,16
1030070092;438,84;313,46;1,55;125,38
1030070093;555,28;396,63;1;158,65
1030070094;381,38;272,42;1;108,96
1030070097;451,58;322,56;0;129,02
1030070104;419,52;299,66;0;119,86
1030070106;278,72;199,09;0;79,63
1030070107;276,85;197,75;0;79,1
1030070110;425,72;304,09;0;121,63
1030070114;647,61;462,58;0;185,03
1030075077;272,45;194,61;1;77,84
1030075079;280,47;200,34;1;80,13
1030075080;276,96;197,83;1;79,13
1030075101;283,58;202,56;0;81,02
1030075112;242,25;173,04;1;69,21
1030075113;269,86;192,76;1;77,1
1030717040;5,4;4,7;1;0,7
1030717041;9,28;8,07;0;1,21
1030721301;23,18;20,16;1,15;3,02
1030737037;209,48;182,16;0;27,32
1031035018;266,56;148,09;1;118,47
1031035101;266,58;148,1;1;118,48
1031035103;255,34;141,86;1;113,48
1031035141;280,15;155,64;1;124,51
1031035159;280,15;155,64;1;124,51
1031035176;287,33;159,63;1;127,7
1031035199;252,63;140,35;1;112,28
1031035903;324,16;180,09;1;144,07
1031035919;321,46;178,59;1,8;142,87
1031035966;266,56;148,09;1;118,47
1031035981;273,31;151,84;1;121,47
1031035991;280,15;155,64;1;124,51
1031040018;303,44;168,58;1,8;134,86
1031040103;290,34;161,3;1,8;129,04
1031040141;319,3;177,39;0;141,91
1031040199;287,19;159,55;0;127,64
1031040903;377,31;209,62;0;167,69
1031040904;385,45;214,14;0;171,31
1031040966;302,74;168,19;1,8;134,55
1031040981;310,24;172,36;0;137,88
1031060106;4,87;3,48;0;1,39
1031060163;4,87;3,48;0;1,39
1031060239;4,87;3,48;0;1,39
1031060240;4,87;3,48;0;1,39
1031060253;4,87;3,48;0;1,39
1031060367;5,01;3,48;0;1,53
1031060408;5,01;3,48;0;1,53
1031070077;354,14;186,39;1,8;167,75
1031070078;392,38;206,52;1,8;185,86
1031070079;380,96;200,51;1,8;180,45
1031070080;376,06;197,93;1,8;178,13
1031070081;582,5;306,58;1,8;275,92
1031070082;385,77;203,04;1,8;182,73
1031070083;566,18;297,99;1,8;268,19
1031070084;389,76;205,14;1,8;184,62
1031070085;580,62;305,59;1,8;275,03
1031070086;377,43;198,65;1,8;178,78
1031070088;572,94;301,55;1,8;271,39
1031070089;862,52;453,96;1,8;408,56
1031070091;380,93;200,49;1,8;180,44
1031070092;595,82;313,59;1,8;282,23
1031070093;753,86;396,77;1,8;357,09
1031070094;517,78;272,52;1,8;245,26
1031070095;389,76;205,14;0;184,62
1031070096;547,96;288,4;1;259,56
1031070098;402,83;212,02;0;190,81
1031070099;500,15;263,24;0;236,91
1031070100;669,78;352,52;0;317,26
1031070103;570,45;300,24;0;270,21
1031075077;369,96;194,72;1,8;175,24
1031075078;376,69;198,26;0;178,43
1031075079;380,87;200,46;1,8;180,41
1031075080;376,06;197,93;1,8;178,13
1031075081;517,92;272,59;1,8;245,33
1031075083;548,58;288,73;1,8;259,85
1031075085;510,64;283,69;0;226,95
1031075086;376,96;198,4;0;178,56
1031075098;357,84;198,8;0;159,04
1031075102;553,05;291,08;0;261,97
1031080166;613,07;322,67;0;290,4
1031080199;364,13;191,65;1;172,48
1031085166;555,98;308,88;0;247,1
1031300005;6,06;4,33;0;1,73
1031300023;6,06;4,33;0;1,73
1031300033;6,06;4,33;0;1,73
1031300036;6,06;4,33;0;1,73
1031300052;6,06;4,33;0;1,73
1031300100;6,66;4,76;0;1,9
1031300106;6,06;4,33;0;1,73
1031300137;6,06;4,33;0;1,73
1031300163;6,06;4,33;0;1,73
1031300166;6,06;4,33;0;1,73
1031300168;6,06;4,33;0;1,73
1031300169;6,06;4,33;0;1,73
1031300172;6,06;4,33;0;1,73
1031300186;6,06;4,33;0;1,73
1031300187;6,06;4,33;0;1,73
1031300188;6,06;4,33;0;1,73
1031300189;6,06;4,33;0;1,73
1031300193;6,06;4,33;0;1,73
1031300199;6,06;4,33;0;1,73
1031300201;6,06;4,33;0;1,73
1031300202;6,06;4,33;0;1,73
1031300203;6,06;4,33;0;1,73
1031300204;6,06;4,33;0;1,73
1031300208;6,06;4,33;0;1,73
1031300209;6,06;4,33;0;1,73
1031300210;7,04;5,03;0;2,01
1031300211;7,04;5,03;0;2,01
1031300212;7,24;5,03;1,44;2,21
1031300215;6,06;4,33;0;1,73
1031300216;6,06;4,33;0;1,73
1031300226;6,06;4,33;1,61;1,73
1031300231;6,06;4,33;0;1,73
1031300232;6,06;4,33;0;1,73
1031300236;6,06;4,33;1,61;1,73
1031300237;6,06;4,33;1,61;1,73
1031300238;6,06;4,33;1,61;1,73
1031300239;7,04;5,03;0;2,01
1031300240;7,04;5,03;0;2,01
1031300244;7,04;5,03;1,61;2,01
1031300245;6,06;4,33;1,61;1,73
1031300246;6,66;4,76;0;1,9
1031300247;6,06;4,33;1,61;1,73
1031300248;6,06;4,33;1,61;1,73
1031300249;6,06;4,33;1,61;1,73
1031300250;7,04;5,03;1,61;2,01
1031300251;6,06;4,33;1,61;1,73
1031300252;7,04;5,03;1,61;2,01
1031300256;6,06;4,33;1,61;1,73
1031300258;6,06;4,33;1,61;1,73
1031300259;6,06;4,33;1,61;1,73
1031300261;6,06;4,33;1,61;1,73
1031300262;6,06;4,33;1,61;1,73
1031300263;6,06;4,33;1,61;1,73
1031300264;6,06;4,33;1,61;1,73
1031300265;6,06;4,33;1,61;1,73
1031300273;6,23;4,33;0;1,9
1031300275;6,23;4,33;1,61;1,9
1031300280;6,06;4,33;1,61;1,73
1031300288;6,23;4,33;1,61;1,9
1031300289;6,23;4,33;1,61;1,9
1031300290;6,23;4,33;1,61;1,9
1031300291;6,23;4,33;1,61;1,9
1031300292;6,23;4,33;1,61;1,9
1031300293;6,23;4,33;0;1,9
1031300294;6,23;4,33;1,61;1,9
1031300295;6,23;4,33;1,61;1,9
1031300296;6,23;4,33;1,61;1,9
1031300297;6,23;4,33;1,61;1,9
1031300298;6,23;4,33;1,61;1,9
1031300299;6,23;4,33;1,61;1,9
1031300300;6,06;4,33;1,61;1,73
1031300301;6,06;4,33;1,61;1,73
1031300302;6,06;4,33;1,61;1,73
1031300304;6,06;4,33;1,61;1,73
1031300305;6,06;4,33;1,61;1,73
1031300306;6,06;4,33;1,61;1,73
1031300307;6,06;4,33;1,61;1,73
1031300308;6,06;4,33;1,61;1,73
1031300309;6,06;4,33;1,61;1,73
1031300313;6,06;4,33;1,61;1,73
1031300314;6,06;4,33;1,61;1,73
1031300317;6,66;4,76;1,61;1,9
1031300318;6,06;4,33;0;1,73
1031300319;6,06;4,33;1,61;1,73
1031300320;6,06;4,33;1,61;1,73
1031300321;6,06;4,33;1,61;1,73
1031300322;6,06;4,33;1,61;1,73
1031300323;6,06;4,33;1,61;1,73
1031300324;6,06;4,33;1,61;1,73
1031300325;6,06;4,33;1,61;1,73
1031300326;6,23;4,33;0;1,9
1031300327;6,23;4,33;1,53;1,9
1031300328;6,23;4,33;1,53;1,9
1031300329;6,23;4,33;0;1,9
1031300330;6,23;4,33;0;1,9
1031300331;6,23;4,33;0;1,9
1031300332;6,23;4,33;0;1,9
1031300348;6,06;4,33;0;1,73
1031300350;6,06;4,33;0;1,73
1031300352;6,06;4,33;0;1,73
1031300353;6,06;4,33;0;1,73
1031300354;6,23;4,33;0;1,9
1031300355;6,23;4,33;0;1,9
1031300358;6,23;4,33;1,61;1,9
1031300359;6,23;4,33;1,61;1,9
1031300361;7,04;5,03;0;2,01
1031300362;6,06;4,33;0;1,73
1031300363;6,06;4,33;0;1,73
1031300364;6,23;4,33;0;1,9
1031300365;6,23;4,33;0;1,9
1031300368;6,23;4,33;0;1,9
1031300370;6,23;4,33;0;1,9
1031300371;6,23;4,33;0;1,9
1031300374;6,06;4,33;0;1,73
1031300375;6,06;4,33;0;1,73
1031300376;6,06;4,33;0;1,73
1031300377;6,06;4,33;0;1,73
1031300378;6,07;4,34;0;1,73
1031300379;6,06;4,33;0;1,73
1031300380;6,06;4,33;0;1,73
1031300381;6,06;4,33;0;1,73
1031300382;6,06;4,33;0;1,73
1031300383;6,06;4,33;0;1,73
1031300384;6,06;4,33;0;1,73
1031300385;6,06;4,33;0;1,73
1031300386;6,06;4,33;0;1,73
1031300389;6,23;4,33;0;1,9
1031300390;6,23;4,33;0;1,9
1031300391;6,23;4,33;0;1,9
1031300392;6,23;4,33;0;1,9
1031300393;6,23;4,33;0;1,9
1031300394;6,23;4,33;0;1,9
1031300399;6,06;4,33;0;1,73
1031300400;6,23;4,33;0;1,9
1031300401;6,23;4,33;0;1,9
1031300402;6,23;4,33;0;1,9
1031300403;6,23;4,33;0;1,9
1031300404;6,23;4,33;0;1,9
1031300405;6,23;4,33;0;1,9
1031300406;6,23;4,33;0;1,9
1031300407;6,23;4,33;0;1,9
1031310124;6,18;4,42;0;1,76
1031310137;6,18;4,42;1,61;1,76
1031310198;6,18;4,42;0;1,76
1031310203;6,18;4,42;1,35;1,76
1031310204;6,18;4,42;1,35;1,76
1031310215;6,18;4,42;1,61;1,76
1031310221;6,18;4,42;0;1,76
1031310222;6,18;4,42;0;1,76
1031310223;6,18;4,42;0;1,76
1031310224;6,18;4,42;0;1,76
1031310241;6,18;4,42;0;1,76
1031310242;6,18;4,42;0;1,76
1031310243;6,18;4,42;0;1,76
1031310244;6,18;4,42;0;1,76
1031310252;7,16;5,12;1,61;2,04
1031310263;6,18;4,42;1,61;1,76
1031310264;6,18;4,42;1,61;1,76
1031310265;6,8;4,86;1,61;1,94
1031310291;6,36;4,42;0;1,94
1031310292;6,36;4,42;0;1,94
1031310295;6,36;4,42;0;1,94
1031310298;6,36;4,42;0;1,94
1031310300;6,18;4,42;1,61;1,76
1031310302;6,18;4,42;0;1,76
1031310305;6,18;4,42;0;1,76
1031310315;6,18;4,42;0;1,76
1031310316;6,18;4,42;0;1,76
1031310318;6,18;4,42;0;1,76
1031310319;6,18;4,42;0;1,76
1031310320;6,18;4,42;0;1,76
1031310322;6,18;4,42;0;1,76
1031310323;6,18;4,42;0;1,76
1031310325;6,18;4,42;0;1,76
1031310328;6,36;4,42;0;1,94
1031310332;6,36;4,42;0;1,94
1031310333;6,6;4,59;0;2,01
1031310342;6,6;4,59;1,44;2,01
1031310343;6,6;4,59;0;2,01
1031310344;6,6;4,59;0;2,01
1031310348;6,18;4,42;0;1,76
1031310352;6,18;4,42;0;1,76
1031310353;6,18;4,42;0;1,76
1031310356;6,6;4,59;0;2,01
1031310357;6,59;4,58;0;2,01
1031310363;6,18;4,42;0;1,76
1031310364;6,36;4,42;0;1,94
1031310365;6,36;4,42;0;1,94
1031310366;6,18;4,42;0;1,76
1031310369;6,36;4,42;0;1,94
1031310371;6,36;4,42;0;1,94
1031310372;6,36;4,42;0;1,94
1031310373;6,36;4,42;0;1,94
1031310375;6,18;4,42;0;1,76
1031310379;6,18;4,42;0;1,76
1031310381;6,18;4,42;0;1,76
1031310383;6,18;4,42;0;1,76
1031310386;6,18;4,42;0;1,76
1031310387;6,72;4,67;0;2,05
1031310388;6,37;4,43;0;1,94
1031320398;11,14;7,96;0;3,18
1031400068;6,23;4,45;0;1,78
1031410066;6,24;4,46;1;1,78
1031410069;6,24;4,46;0;1,78
1031600032;6,37;4,55;0;1,82
1031600035;6,37;4,55;1,4;1,82
1031600036;6,37;4,55;0;1,82
1031600132;6,23;4,45;0;1,78
1031600150;6,38;4,56;0;1,82
1031600389;6,55;4,55;0;2
1031600395;6,55;4,55;0;2
1031600396;6,55;4,55;0;2
1031600397;6,55;4,55;0;2
1031610037;6,46;4,62;0;1,84
1031710001;7,74;5,53;1,6;2,21
1031750001;7,29;5,21;0;2,08
1031750002;5,83;4,17;1,6;1,66
1031750003;6,65;4,75;0;1,9
1031750004;7,71;5,51;0;2,2
1031750005;7,71;5,51;1,6;2,2
1031750008;7,37;5,27;1,6;2,1
1031750009;7,53;5,38;1,6;2,15
1031750010;6,09;4,35;1,6;1,74
1031750011;5,96;4,26;1,6;1,7
1031750012;6,09;4,35;1,6;1,74
1031750013;7,32;5,23;1,6;2,09
1031750020;8,9;6,36;1,6;2,54
1031750021;7,67;5,48;1,6;2,19
1031750022;7,84;5,6;1,6;2,24
1031750023;7,5;5,21;1,44;2,29
1031750024;7,28;5,2;0;2,08
1031750025;7,68;5,49;0;2,19
1031900101;21,33;15,24;0;6,09
1031900102;21,4;15,29;0;6,11
1031900103;17,69;12,64;0;5,05
1031900104;18,21;13,01;0;5,2
1032000006;6,69;4,78;0;1,91
1032000017;7,91;5,65;1,57;2,26
1032000019;8,13;5,65;1,44;2,48
1032000020;7,11;4,94;0;2,17
1032100205;8,41;6,01;0;2,4
1032100206;11,81;6,75;0;5,06
1032100207;8,65;6,01;1,44;2,64
1032600142;14,35;8,2;1,54;6,15
1032600148;14,43;8,25;1,54;6,18
1032600152;15,81;8,64;0;7,17
1032600153;16,04;8,77;0;7,27
1032600156;16,69;9,54;1,54;7,15
1032600160;15,52;8,87;1,54;6,65
1032600162;15,2;8,69;1,54;6,51
1032600163;15,52;8,87;1,54;6,65
1032600164;19,88;11,36;1,54;8,52
1032600166;15,69;8,97;1,54;6,72
1032600167;15,69;8,97;1,54;6,72
1032600173;14,89;8,51;1,54;6,38
1032600174;15,36;8,78;1,54;6,58
1032600175;15,52;8,87;1,54;6,65
1032600179;16,61;9,08;2,02;7,53
1032600180;16,01;8,75;0;7,26
1032600181;16,01;8,75;0;7,26
1032600182;16,45;8,99;0;7,46
1032600183;16,45;8,99;0;7,46
1032600184;16,45;8,99;0;7,46
1032600189;21,24;11,61;0;9,63
1032600190;16,85;9,21;0;7,64
1032600194;16,39;9,37;0;7,02
1032600196;17,01;9,3;0;7,71
1032600197;16,83;9,2;0;7,63
1032600198;15,7;8,58;1,83;7,12
1032600199;16,14;8,82;1,83;7,32
1032600200;15,5;8,47;0;7,03
1032600201;15,75;8,61;0;7,14
1032600202;15,71;8,59;0;7,12
1032600203;21,45;12,26;1,65;9,19
1032600204;16,25;8,88;0;7,37
1032600205;15,79;8,63;0;7,16
1032600206;15,77;8,62;0;7,15
1032600208;16,19;8,85;0;7,34
1032600209;16,26;8,89;0;7,37
1032600210;15,97;8,73;0;7,24
1032600211;15,88;8,68;0;7,2
1032600213;23,31;13,32;0;9,99
1032600214;18,51;10,58;0;7,93
1032600215;15,29;8,74;0;6,55
1032600216;40,09;22,91;0;17,18
1032600218;15,84;8,66;0;7,18
1032600219;16,67;9,11;0;7,56
1032600220;16,45;8,99;0;7,46
1032600221;13,07;7,47;0;5,6
1032600222;12,7;7,26;0;5,44
1032600225;12,95;7,4;0;5,55
1032600227;13,19;7,54;0;5,65
1032600232;16,23;8,87;0;7,36
1032600233;16,23;8,87;0;7,36
1032600239;16,41;8,97;0;7,44
1032600241;17,58;9,61;0;7,97
1032600242;15,92;8,7;0;7,22
1032600243;16,15;8,83;0;7,32
1032600244;16,39;8,96;0;7,43
1032600245;16,76;9,16;0;7,6
1032600246;15,92;8,7;0;7,22
1032600247;15,92;8,7;0;7,22
1032600248;16,76;9,16;0;7,6
1032600249;15,75;8,61;0;7,14
1032600251;11,81;6,75;0;5,06
1032600252;14,59;8,34;0;6,25
1032600255;18,86;10,78;0;8,08
1032600256;16,08;8,79;0;7,29
1032700001;14,51;7,93;0;6,58
1032700002;15,28;8,35;0;6,93
1032900001;12,53;7,16;0;5,37
1033000013;22,4;12,8;0;9,6
1033000044;18,04;10,31;0;7,73
1033000057;18,53;10,59;1;7,94
1033000058;18,53;10,59;1;7,94
1033000059;14,07;8,04;2,04;6,03
1033500005;17,74;10,14;0;7,6
1033500006;15,78;9,02;0;6,76
1033500007;18,67;10,67;0;8
1033600001;15,33;8,76;0;6,57
1033700001;15,48;8,85;0;6,63
1033900013;21,14;12,08;0;9,06
1035600001;22,87;12,5;2,02;10,37
1035600003;23,14;12,65;0;10,49
1035600004;24,55;13,64;0;10,91
1035600005;23,11;12,84;0;10,27
1035600009;24,75;13,53;0;11,22
1035600010;22,76;12,44;0;10,32
1035600015;23,56;13,09;0;10,47
1035600016;22,95;12,75;0;10,2
1035600017;23,25;12,92;0;10,33
1036310013;30,76;17,58;0;13,18
1036310014;30,76;17,58;1;13,18
1036400002;29,1;16,63;0;12,47
1037800002;27,58;15,76;0;11,82
1040110042;28,37;20,27;0;8,1
1040110043;11,97;8,55;0;3,42
1040110170;47,29;33,78;0;13,51
1040110171;87,9;62,79;0;25,11
1040110172;64,77;46,27;0;18,5
1040110173;114,52;81,8;0;32,72
1040110174;132,13;94,38;0;37,75
1040110175;140,36;100,26;0;40,1
1040110176;54,3;38,79;0;15,51
1040110177;80,41;57,44;0;22,97
1040115485;116,43;83,17;0;33,26
1040115500;82,96;59,26;0;23,7
1040115503;20,79;14,34;0;6,45
1040115504;22,01;15,61;0;6,4
1040115523;19,67;14,05;0;5,62
1040115577;67;47,86;0;19,14
1040115578;113,31;80,94;0;32,37
1040115579;135,39;96,71;0;38,68
1040115580;161,21;115,15;0;46,06
1040115581;174,28;124,49;0;49,79
1040115582;100,89;72,07;0;28,82
1040115583;56,68;40,49;0;16,19
1040115584;100,36;71,69;0;28,67
1040119606;19,67;14,05;0;5,62
1040119626;125,72;89,8;0;35,92
1040119627;154,08;110,06;0;44,02
1040119628;184,88;132,06;0;52,82
1040119638;68,6;49;0;19,6
1040119639;88;62,86;0;25,14
1040119640;196,68;140,49;0;56,19
1040119641;107,35;66,68;0;40,67
1040119642;201,37;125,08;0;76,29
1040119643;236,25;146,74;0;89,51
1040119644;264,7;164,41;0;100,29
1040119645;327,39;203,35;0;124,04
1040119646;121,63;75,55;0;46,08
1040119647;219,05;136,06;0;82,99
1040119648;262,6;163,11;0;99,49
1040119649;291,42;181,01;0;110,41
1040119650;359,43;223,25;0;136,18
1040119651;72,59;45,09;0;27,5
1040119652;123,24;76,55;0;46,69
1040119653;142,11;88,27;0;53,84
1040119654;148,36;92,15;0;56,21
1040119655;205,45;127,61;0;77,84
1040119656;81,32;50,51;0;30,81
1040119657;136,14;84,56;0;51,58
1040119658;157,42;97,78;0;59,64
1040119659;163,67;101,66;0;62,01
1040119660;223,41;138,77;0;84,64
1040119665;103,23;54,05;0;49,18
1040119666;181,83;95,2;0;86,63
1040119667;120,71;63,2;0;57,51
1040119668;206,43;108,08;0;98,35
1040119669;107,38;56,22;0;51,16
1040119670;89,9;47,07;0;42,83
1040119671;165,99;86,91;0;79,08
1040119672;190,57;99,78;0;90,79
1040119673;0,57;0,3;0;0,27
1040119674;0,64;0,34;0;0,3
1040119676;100,02;62,13;0;37,89
1040119677;6,24;3,27;0;2,97
1040119678;7,67;4,02;0;3,65
1040119679;9,28;4,86;0;4,42
1040119680;10,27;5,38;0;4,89
1040119681;11,99;6,28;0;5,71
1040119682;12,54;6,57;0;5,97
1040119683;14,47;7,58;0;6,89
1040119684;14,8;7,75;0;7,05
1040119685;16,57;8,68;0;7,89
1040119686;17,64;9,24;0;8,4
1040119687;18,1;9,48;0;8,62
1040119689;144,73;89,9;0;54,83
1040119690;168,14;104,44;0;63,7
1040119691;195,27;121,29;0;73,98
1040119692;201,1;124,91;0;76,19
1040119693;204,92;127,28;0;77,64
1040119694;242,12;150,39;0;91,73
1040119695;265,71;165,04;0;100,67
1040119696;276,01;171,44;0;104,57
1040119697;287,85;178,79;0;109,06
1040119700;111,37;69,18;0;42,19
1040119701;132,24;82,14;0;50,1
1040119702;160,29;99,56;0;60,73
1040119703;186,18;115,64;0;70,54
1040119704;215,8;134,04;0;81,76
1040119705;217,09;134,84;0;82,25
1040119706;225,89;140,31;0;85,58
1040119707;266,05;165,25;0;100,8
1040119708;292,6;181,74;0;110,86
1040119709;304,14;188,91;0;115,23
1040119710;318,07;197,56;0;120,51
1040119712;152,34;79,76;0;72,58
1040119713;132,24;69,24;0;63
1040119714;111,06;58,15;0;52,91
1040119715;121,05;63,38;0;57,67
1040119716;96,87;50,72;0;46,15
1040119717;111,83;58,55;0;53,28
1040119718;132,63;69,44;0;63,19
1040119719;122,33;64,05;0;58,28
1040119720;219,05;114,69;0;104,36
1040119721;273,03;142,95;0;130,08
1040119722;248,89;130,31;0;118,58
1040119723;292,13;152,95;0;139,18
1040119724;79,18;56,56;0;22,62
1040119725;88,35;63,11;0;25,24
1040119738;110,22;57,71;0;52,51
1040119739;116,56;61,03;0;55,53
1040119740;139,25;72,91;0;66,34
1040119741;165,8;86,81;0;78,99
1040119742;196,5;102,88;0;93,62
1040119743;216,44;113,32;0;103,12
1040119744;225,11;117,86;0;107,25
1040119745;244,51;128,02;0;116,49
1040119746;279,05;146,1;0;132,95
1040119747;304,43;159,39;0;145,04
1040119748;311,8;163,25;0;148,55
1040119749;316,27;165,59;0;150,68
1040119750;95,76;50,14;0;45,62
1040119751;106,31;55,66;0;50,65
1040119752;123,9;64,87;0;59,03
1040119753;147,24;77,09;0;70,15
1040119754;160,78;84,18;0;76,6
1040119755;174,95;91,6;0;83,35
1040119756;192,52;100,8;0;91,72
1040119757;200,62;105,04;0;95,58
1040119758;218,82;114,57;0;104,25
1040119759;249,65;130,71;0;118,94
1040119760;271,9;142,36;0;129,54
1040119761;278,49;145,81;0;132,68
1040119762;287,01;150,27;0;136,74
1040119765;67,88;48,49;0;19,39
1040119766;69,1;49,36;0;19,74
1040119767;76,24;54,46;0;21,78
1040119768;116,36;83,12;0;33,24
1040119769;128,33;91,67;0;36,66
1040119770;137,98;98,56;0;39,42
1040119771;174,38;124,56;0;49,82
1040119772;213,05;152,18;0;60,87
1040119773;237,59;169,71;0;67,88
1040119774;48,44;34,6;0;13,84
1040119775;55,39;39,57;0;15,82
1040119776;68,02;48,59;0;19,43
1040119777;83,03;59,31;0;23,72
1040119778;91,26;65,19;0;26,07
1040119779;118,56;84,69;0;33,87
1040119780;136,65;97,61;0;39,04
1040119781;145,71;104,08;0;41,63
1040119782;81,99;42,93;0;39,06
1040119783;134,73;70,54;0;64,19
1040119784;167,71;87,81;0;79,9
1040119785;213,36;111,71;0;101,65
1040119786;21,17;14,6;0;6,57
1040119787;20,37;14,05;0;6,32
1040119788;19,67;14,05;0;5,62
1040119789;204,61;146,15;0;58,46
1040119798;54,65;39,04;0;15,61
1040119799;60,04;42,89;0;17,15
1040119800;81,56;58,26;0;23,3
1040119801;95,53;68,24;0;27,29
1040119802;100,8;72;0;28,8
1040119803;126,61;90,44;0;36,17
1040119804;144,27;103,05;0;41,22
1040119805;169,9;121,36;0;48,54
1040119806;107,39;56,23;0;51,16
1040119807;136,04;71,23;0;64,81
1040119808;184,14;96,41;0;87,73
1040119809;211,99;110,99;0;101
1040119810;227,53;119,13;0;108,4
1040119811;264,34;138,4;0;125,94
1040119812;290,51;152,1;0;138,41
1040119813;302,65;158,46;0;144,19
1040119814;338,79;177,38;0;161,41
1040119815;103,73;54,31;0;49,42
1040119816;124,64;65,26;0;59,38
1040119817;174,82;91,53;0;83,29
1040119818;203,28;106,43;0;96,85
1040119819;218,37;114,33;0;104,04
1040119820;248,22;129,96;0;118,26
1040119821;273,64;143,27;0;130,37
1040119822;284,91;149,17;0;135,74
1040119823;318,97;167;0;151,97
1040119914;93,94;67,1;0;26,84
1040119915;134,31;95,94;0;38,37
